place_id,external_id,name,category,subcategory,city,state,country,latitude,longitude,location,description,tags,avg_cost,avg_rating,crowd_level,created_at,updated_at
309,place_309,Fun Zone,entertainment,entertainment,Chennai,State,India,12.935892,80.289211,POINT(80.28921059449709 12.935891898495044),Hidden gem for entertainment lovers,"['crowds', 'show', 'performance', 'fun']",2266.36,4.31,high,2025-08-22 08:57:58.170967,2026-02-10 08:57:58.170967
310,place_310,Amusement Park - Central,entertainment,entertainment,Chennai,State,India,13.074322,80.28017,POINT(80.28017029503899 13.07432213302994),Hidden gem for entertainment lovers,"['crowds', 'fun']",1014.09,4.42,high,2025-12-03 08:57:58.172163,2026-02-10 08:57:58.172163
311,place_311,Restaurant Row,food,food,Chennai,State,India,13.075166,80.240879,POINT(80.24087942960156 13.075165822068884),Hidden gem for food lovers,"['dining', 'culture', 'restaurant']",1013.34,4.28,very_high,2025-10-03 08:57:58.172955,2026-02-10 08:57:58.172955
312,place_312,Art Museum - Old,museum,museum,Chennai,State,India,13.048515,80.308915,POINT(80.30891490404693 13.048515110737299),Must-visit museum attraction,"['education', 'art', 'artifacts']",791.87,4.86,moderate,2025-12-19 08:57:58.172955,2026-02-10 08:57:58.172955
313,place_313,Science Museum,museum,museum,Chennai,State,India,13.07728,80.221833,POINT(80.22183312203907 13.077279760356262),Hidden gem for museum lovers,"['history', 'art', 'education']",621.86,4.11,low,2025-11-04 08:57:58.173953,2026-02-10 08:57:58.173953
314,place_314,Food Court,food,food,Chennai,State,India,13.129684,80.332846,POINT(80.33284566912 13.129683712401397),Best food experience in the area,"['dining', 'restaurant']",1287.73,4.11,low,2026-01-15 08:57:58.173953,2026-02-10 08:57:58.173953
315,place_315,Wellness Hub,wellness,wellness,Chennai,State,India,13.054066,80.277216,POINT(80.27721633708725 13.054065917992036),Popular wellness spot in Chennai,"['health', 'meditation']",2167.18,4.3,very_high,2025-12-26 08:57:58.175468,2026-02-10 08:57:58.175468
316,place_316,Mountain Peak,nature,nature,Chennai,State,India,13.161727,80.304623,POINT(80.3046229576506 13.16172709203042),Must-visit nature attraction,"['scenic', 'peaceful', 'forest']",1331.72,3.75,moderate,2025-09-22 08:57:58.175947,2026-02-10 08:57:58.175947
317,place_317,Beach Resort,beach,beach,Chennai,State,India,13.070314,80.258185,POINT(80.25818495202061 13.070314307874852),Hidden gem for beach lovers,"['swimming', 'sand', 'tropical', 'sea']",1717.51,4.26,moderate,2025-03-24 08:57:58.175947,2026-02-10 08:57:58.175947
318,place_318,Cultural Center - New,cultural,cultural,Chennai,State,India,13.038905,80.261129,POINT(80.26112850153838 13.038905414142537),Hidden gem for cultural lovers,"['festivals', 'tradition', 'arts']",673.32,3.97,very_high,2025-08-02 08:57:58.177120,2026-02-10 08:57:58.177120
319,place_319,Zipline Course,adventure,adventure,Chennai,State,India,13.115055,80.285345,POINT(80.28534462845774 13.11505491966529),Hidden gem for adventure lovers,"['sports', 'thrilling']",3871.23,3.91,very_low,2026-01-24 08:57:58.177120,2026-02-10 08:57:58.177120
320,place_320,Art Gallery - Old,cultural,cultural,Chennai,State,India,13.055202,80.301193,POINT(80.30119257718998 13.055202489027977),Best cultural experience in the area,"['music', 'festivals', 'arts']",428.03,4.2,moderate,2025-10-03 08:57:58.177940,2026-02-10 08:57:58.177940
321,place_321,Shopping Mall,shopping,shopping,Chennai,State,India,13.244007,80.276812,POINT(80.27681198759242 13.244006582945985),Beautiful shopping destination,"['markets', 'bargain', 'brands']",213.02,3.36,high,2026-01-28 08:57:58.178939,2026-02-10 08:57:58.178939
322,place_322,Paragliding Point - Downtown,adventure,adventure,Chennai,State,India,13.083805,80.298521,POINT(80.29852108527294 13.083805137492494),Popular adventure spot in Chennai,"['outdoor', 'thrilling', 'extreme', 'sports']",4453.47,4.48,very_high,2025-07-20 08:57:58.178939,2026-02-10 08:57:58.178939
323,place_323,Night Club,nightlife,nightlife,Chennai,State,India,13.121232,80.258904,POINT(80.2589041735344 13.12123206128232),Beautiful nightlife destination,"['club', 'drinks', 'live']",2246.28,3.74,moderate,2025-04-11 08:57:58.179937,2026-02-10 08:57:58.179937
324,place_324,Forest Walk,nature,nature,Chennai,State,India,13.032263,80.264285,POINT(80.26428505027634 13.032262897730172),Hidden gem for nature lovers,"['trek', 'peaceful', 'mountain', 'forest']",691.67,4.42,moderate,2025-09-12 08:57:58.180935,2026-02-10 08:57:58.180935
325,place_325,Ancient Temple - Downtown,historical,historical,Chennai,State,India,13.138113,80.265634,POINT(80.26563375418851 13.138113341141448),Popular historical spot in Chennai,"['old', 'monuments', 'archaeology']",1334.05,2.67,very_low,2025-07-03 08:57:58.180935,2026-02-10 08:57:58.180935
326,place_326,Old City Heritage - Central,historical,historical,Chennai,State,India,13.190178,80.362374,POINT(80.36237422885885 13.190177663186642),Hidden gem for historical lovers,"['heritage', 'architecture', 'monuments', 'old']",1258.23,4.85,low,2025-10-30 08:57:58.181946,2026-02-10 08:57:58.181946
327,place_327,Ancient Temple - Premium,historical,historical,Chennai,State,India,13.002533,80.278588,POINT(80.27858774355802 13.002532704517064),Hidden gem for historical lovers,"['heritage', 'archaeology', 'old', 'monuments']",1820.92,4.01,moderate,2026-01-17 08:57:58.181946,2026-02-10 08:57:58.181946
328,place_328,Science Museum,museum,museum,Chennai,State,India,13.086925,80.3106,POINT(80.31059972748062 13.086925257284644),Must-visit museum attraction,"['exhibition', 'art', 'artifacts', 'education']",432.52,4.71,high,2025-11-15 08:57:58.182928,2026-02-10 08:57:58.182928
329,place_329,Paragliding Point - Central,adventure,adventure,Chennai,State,India,13.15719,80.338243,POINT(80.33824261653496 13.157190131578568),Best adventure experience in the area,"['outdoor', 'thrilling', 'extreme', 'adrenaline']",3912.21,4.04,high,2025-05-12 08:57:58.183924,2026-02-10 08:57:58.183924
330,place_330,Entertainment Hub - Premium,entertainment,entertainment,Chennai,State,India,13.108653,80.221826,POINT(80.22182626815307 13.108653111180248),Hidden gem for entertainment lovers,"['crowds', 'fun', 'interactive', 'show']",1405.75,4.59,high,2025-11-01 08:57:58.184944,2026-02-10 08:57:58.184944
331,place_331,Sandy Shore,beach,beach,Chennai,State,India,13.070762,80.182594,POINT(80.1825937930478 13.070761864005588),Must-visit beach attraction,"['water', 'sand', 'tropical']",2015.5,4.83,moderate,2025-05-03 08:57:58.186047,2026-02-10 08:57:58.186047
332,place_332,Green Trail,nature,nature,Chennai,State,India,13.085377,80.31928,POINT(80.31928047816257 13.085377031530776),Best nature experience in the area,"['mountain', 'forest', 'trek']",815.55,4.62,high,2025-12-09 08:57:58.186918,2026-02-10 08:57:58.186918
333,place_333,Night Club - Old,nightlife,nightlife,Chennai,State,India,12.99563,80.247447,POINT(80.24744652754683 12.995630469683675),Hidden gem for nightlife lovers,"['bar', 'late', 'live', 'drinks']",1986.56,4.45,very_low,2025-03-24 08:57:58.187924,2026-02-10 08:57:58.187924
334,place_334,Comedy Club,entertainment,entertainment,Chennai,State,India,13.118931,80.22661,POINT(80.22661004477666 13.11893115733822),Must-visit entertainment attraction,"['interactive', 'fun']",1021.1,2.94,very_low,2025-05-31 08:57:58.188915,2026-02-10 08:57:58.188915
335,place_335,Wellness Hub - Premium,wellness,wellness,Chennai,State,India,12.973137,80.252334,POINT(80.25233411766658 12.973137307441737),Popular wellness spot in Chennai,"['retreat', 'spa']",2292.13,4.03,low,2025-07-23 08:57:58.188915,2026-02-10 08:57:58.188915
336,place_336,Wildlife Sanctuary - New,nature,nature,Chennai,State,India,13.152627,80.350542,POINT(80.3505424897303 13.15262651373536),Beautiful nature destination,"['mountain', 'trek', 'forest']",562.44,3.43,moderate,2025-06-13 08:57:58.189912,2026-02-10 08:57:58.189912
337,place_337,Comedy Club - Uptown,entertainment,entertainment,Chennai,State,India,13.039924,80.25437,POINT(80.25437045862746 13.039924039771183),Hidden gem for entertainment lovers,"['fun', 'show']",1885.31,4.67,moderate,2025-09-02 08:57:58.190909,2026-02-10 08:57:58.190909
338,place_338,Sacred Grounds,religious,religious,Chennai,State,India,13.097039,80.26334,POINT(80.26333973606573 13.09703870561913),Popular religious spot in Chennai,"['prayers', 'spiritual']",385.43,3.3,moderate,2025-08-17 08:57:58.191907,2026-02-10 08:57:58.191907
339,place_339,Fort - Premium,historical,historical,Chennai,State,India,13.02515,80.243758,POINT(80.2437582576988 13.025150471799472),Must-visit historical attraction,"['old', 'monuments', 'heritage', 'archaeology']",1900.31,3.72,high,2025-04-08 08:57:58.192902,2026-02-10 08:57:58.192902
340,place_340,Entertainment Hub,entertainment,entertainment,Chennai,State,India,13.029182,80.316393,POINT(80.31639250717042 13.029182427433012),Best entertainment experience in the area,"['performance', 'interactive', 'crowds', 'fun']",2839.27,3.05,low,2025-09-20 08:57:58.194927,2026-02-10 08:57:58.194927
341,place_341,Shopping Mall - Old,shopping,shopping,Chennai,State,India,13.050846,80.209979,POINT(80.20997911631113 13.050846074687483),Hidden gem for shopping lovers,"['bargain', 'products', 'retail']",623.31,4.06,very_high,2025-11-03 08:57:58.195894,2026-02-10 08:57:58.195894
342,place_342,Entertainment Hub - Premium,entertainment,entertainment,Chennai,State,India,13.03901,80.318834,POINT(80.31883401174431 13.039010268937941),Popular entertainment spot in Chennai,"['fun', 'interactive', 'crowds']",2386.8,3.76,very_high,2025-10-19 08:57:58.196906,2026-02-10 08:57:58.196906
343,place_343,Holy Place,religious,religious,Chennai,State,India,13.0943,80.254413,POINT(80.25441347723748 13.094300314157442),Hidden gem for religious lovers,"['prayers', 'pilgrimage']",305.67,3.91,high,2025-10-30 08:57:58.196906,2026-02-10 08:57:58.196906
344,place_344,Forest Walk - Uptown,nature,nature,Chennai,State,India,13.129371,80.182653,POINT(80.18265317816847 13.129370924147915),Best nature experience in the area,"['peaceful', 'mountain', 'scenic', 'forest']",992.9,4.43,low,2025-09-26 08:57:58.197930,2026-02-10 08:57:58.197930
345,place_345,Live Music Venue - Premium,nightlife,nightlife,Chennai,State,India,13.185424,80.318515,POINT(80.31851475010457 13.18542442201643),Hidden gem for nightlife lovers,"['club', 'late']",2682.19,4.74,very_high,2025-12-28 08:57:58.199028,2026-02-10 08:57:58.199028
346,place_346,Retreat - Uptown,wellness,wellness,Chennai,State,India,13.177502,80.264492,POINT(80.26449203962666 13.177501874757699),Popular wellness spot in Chennai,"['retreat', 'health', 'yoga', 'spa']",4178.91,3.35,low,2025-07-21 08:57:58.199028,2026-02-10 08:57:58.199028
347,place_347,Coastal View - New,beach,beach,Chennai,State,India,13.193465,80.268705,POINT(80.26870528081243 13.19346477654817),Hidden gem for beach lovers,"['sea', 'water', 'swimming']",2207.59,4.46,low,2026-01-16 08:57:58.199883,2026-02-10 08:57:58.199883
348,place_348,Entertainment Complex - Premium,entertainment,entertainment,Chennai,State,India,13.09225,80.272827,POINT(80.27282741289952 13.09224968738853),Best entertainment experience in the area,"['crowds', 'fun']",1697.74,2.96,very_high,2026-01-26 08:57:58.200881,2026-02-10 08:57:58.200881
349,place_349,Culinary Street - Old,food,food,Chennai,State,India,13.119147,80.302306,POINT(80.3023060473614 13.119147059728524),Must-visit food attraction,"['culture', 'taste']",1852.45,3.21,very_high,2025-09-06 08:57:58.200881,2026-02-10 08:57:58.200881
350,place_350,Art Gallery - Uptown,cultural,cultural,Chennai,State,India,13.085559,80.293523,POINT(80.29352348757143 13.085559430859593),Best cultural experience in the area,"['arts', 'music', 'tradition']",770.38,4.91,low,2025-07-19 08:57:58.201888,2026-02-10 08:57:58.201888
351,place_351,Cultural Center,cultural,cultural,Hyderabad,State,India,17.341225,78.448394,POINT(78.44839395846947 17.341224607717642),Hidden gem for cultural lovers,"['festivals', 'music']",787.91,4.48,moderate,2025-12-16 08:57:58.202875,2026-02-10 08:57:58.202875
352,place_352,Temple,religious,religious,Hyderabad,State,India,17.408003,78.498025,POINT(78.49802526760577 17.408002717072325),Must-visit religious attraction,"['sacred', 'temple', 'pilgrimage']",482.57,4.64,high,2025-03-13 08:57:58.202875,2026-02-10 08:57:58.202875
353,place_353,Boutique District,shopping,shopping,Hyderabad,State,India,17.342981,78.508483,POINT(78.50848322832285 17.34298051468302),Beautiful shopping destination,"['markets', 'retail']",623.43,4.41,moderate,2025-03-17 08:57:58.203871,2026-02-10 08:57:58.203871
354,place_354,Craft Village - Old,cultural,cultural,Hyderabad,State,India,17.423001,78.466992,POINT(78.46699221144075 17.423001147122054),Best cultural experience in the area,"['tradition', 'music']",809.95,3.3,low,2025-04-14 08:57:58.203871,2026-02-10 08:57:58.203871
355,place_355,Mosque - Central,religious,religious,Hyderabad,State,India,17.421653,78.549393,POINT(78.54939334444119 17.42165300579361),Popular religious spot in Hyderabad,"['pilgrimage', 'sacred']",484.36,3.72,very_low,2025-05-27 08:57:58.204927,2026-02-10 08:57:58.204927
356,place_356,Cultural Hub - Central,cultural,cultural,Hyderabad,State,India,17.428868,78.476861,POINT(78.47686095255615 17.428867525336987),Popular cultural spot in Hyderabad,"['tradition', 'music', 'crafts']",905.5,3.81,low,2025-07-12 08:57:58.205868,2026-02-10 08:57:58.205868
357,place_357,Shrine - Old,religious,religious,Hyderabad,State,India,17.427424,78.546254,POINT(78.54625429273867 17.42742446638189),Popular religious spot in Hyderabad,"['sacred', 'spiritual', 'temple', 'pilgrimage']",273.9,4.1,very_low,2025-06-17 08:57:58.206865,2026-02-10 08:57:58.206865
358,place_358,Fort - Central,historical,historical,Hyderabad,State,India,17.440659,78.432045,POINT(78.43204462197 17.440658914665036),Beautiful historical destination,"['heritage', 'old', 'architecture']",1217.78,4.91,high,2025-09-05 08:57:58.207865,2026-02-10 08:57:58.207865
359,place_359,Commercial Hub,shopping,shopping,Hyderabad,State,India,17.430521,78.541257,POINT(78.54125745462677 17.43052092498428),Beautiful shopping destination,"['brands', 'retail', 'products']",405.31,4.51,moderate,2025-12-24 08:57:58.208858,2026-02-10 08:57:58.208858
360,place_360,Comedy Club - Central,entertainment,entertainment,Hyderabad,State,India,17.480365,78.414895,POINT(78.41489542437324 17.480364891821328),Hidden gem for entertainment lovers,"['show', 'crowds', 'interactive']",2614.52,4.4,moderate,2025-06-02 08:57:58.208858,2026-02-10 08:57:58.208858
361,place_361,Art Gallery,cultural,cultural,Hyderabad,State,India,17.412963,78.5231,POINT(78.5231003923917 17.412963184471433),Beautiful cultural destination,"['crafts', 'arts', 'festivals', 'music']",603.72,4.03,high,2025-12-16 08:57:58.209856,2026-02-10 08:57:58.209856
362,place_362,Fun Zone,entertainment,entertainment,Hyderabad,State,India,17.397809,78.546366,POINT(78.54636555029636 17.397808530284717),Popular entertainment spot in Hyderabad,"['interactive', 'performance', 'fun']",2585.68,4.19,very_high,2025-07-17 08:57:58.209856,2026-02-10 08:57:58.210852
363,place_363,Cultural Museum,museum,museum,Hyderabad,State,India,17.387581,78.536686,POINT(78.53668574016326 17.387581325140523),Beautiful museum destination,"['history', 'artifacts', 'education']",457.97,4.01,high,2025-03-30 08:57:58.210852,2026-02-10 08:57:58.210852
364,place_364,Entertainment District,nightlife,nightlife,Hyderabad,State,India,17.400952,78.453378,POINT(78.45337833140447 17.40095224361599),Must-visit nightlife attraction,"['bar', 'drinks', 'club']",1296.12,4.37,very_low,2026-01-31 08:57:58.211852,2026-02-10 08:57:58.211852
365,place_365,Night Market - Uptown,shopping,shopping,Hyderabad,State,India,17.41121,78.431889,POINT(78.43188898375656 17.411210010420476),Popular shopping spot in Hyderabad,"['retail', 'brands', 'bargain']",977.72,4.18,very_high,2026-02-09 08:57:58.211852,2026-02-10 08:57:58.211852
366,place_366,Sandy Shore,beach,beach,Hyderabad,State,India,17.427115,78.48786,POINT(78.48785979892787 17.427114866350696),Beautiful beach destination,"['sea', 'swimming', 'tropical', 'water']",1143.47,4.81,low,2025-03-16 08:57:58.212847,2026-02-10 08:57:58.212847
367,place_367,Culinary Street - Uptown,food,food,Hyderabad,State,India,17.407473,78.470193,POINT(78.47019301896776 17.407473388922362),Best food experience in the area,"['dining', 'culture']",972.43,3.49,low,2025-04-01 08:57:58.213844,2026-02-10 08:57:58.213844
368,place_368,Restaurant Row,food,food,Hyderabad,State,India,17.325325,78.580974,POINT(78.58097383606331 17.325325127955026),Beautiful food destination,"['taste', 'cuisine']",1904.99,3.33,very_low,2025-05-12 08:57:58.214843,2026-02-10 08:57:58.214843
369,place_369,Pilgrimage Site - Downtown,religious,religious,Hyderabad,State,India,17.312166,78.46562,POINT(78.46562029687212 17.312165927933798),Must-visit religious attraction,"['sacred', 'spiritual', 'temple']",440.57,3.05,high,2025-09-27 08:57:58.214843,2026-02-10 08:57:58.214843
370,place_370,Church - Premium,religious,religious,Hyderabad,State,India,17.461161,78.520719,POINT(78.52071918692118 17.461161335358945),Popular religious spot in Hyderabad,"['temple', 'sacred']",211.87,3.88,moderate,2025-04-02 08:57:58.215839,2026-02-10 08:57:58.215839
371,place_371,Rock Climbing Site,adventure,adventure,Hyderabad,State,India,17.389618,78.456686,POINT(78.45668567120185 17.389617841838202),Best adventure experience in the area,"['sports', 'outdoor', 'extreme', 'adrenaline']",3613.05,4.63,very_low,2025-06-11 08:57:58.215839,2026-02-10 08:57:58.215839
372,place_372,Trekking Trail - Premium,adventure,adventure,Hyderabad,State,India,17.374955,78.584692,POINT(78.58469186273723 17.37495487472288),Beautiful adventure destination,"['thrilling', 'adrenaline', 'outdoor', 'extreme']",4861.11,4.2,moderate,2025-07-26 08:57:58.216839,2026-02-10 08:57:58.217410
373,place_373,Mosque - Premium,religious,religious,Hyderabad,State,India,17.434021,78.506685,POINT(78.50668532697206 17.434020683299448),Beautiful religious destination,"['sacred', 'spiritual', 'prayers']",239.74,4.19,high,2025-03-02 08:57:58.217835,2026-02-10 08:57:58.217835
374,place_374,Bazaar,shopping,shopping,Hyderabad,State,India,17.297097,78.475345,POINT(78.47534469961096 17.29709724042814),Best shopping experience in the area,"['markets', 'products', 'bargain', 'brands']",411.06,2.91,moderate,2025-12-15 08:57:58.217835,2026-02-10 08:57:58.217835
375,place_375,Night Market,shopping,shopping,Hyderabad,State,India,17.327732,78.526788,POINT(78.52678802821775 17.327731518002047),Must-visit shopping attraction,"['brands', 'products']",912.29,4.07,very_low,2025-04-16 08:57:58.218833,2026-02-10 08:57:58.218833
376,place_376,Temple,religious,religious,Hyderabad,State,India,17.510045,78.524609,POINT(78.52460891541756 17.510045024896716),Beautiful religious destination,"['pilgrimage', 'spiritual', 'prayers']",351.73,3.96,very_low,2025-03-19 08:57:58.218833,2026-02-10 08:57:58.218833
377,place_377,Water Sports Center,beach,beach,Hyderabad,State,India,17.297628,78.474298,POINT(78.47429770503071 17.297627552688304),Must-visit beach attraction,"['swimming', 'sand', 'tropical', 'water']",1807.95,4.37,moderate,2025-07-10 08:57:58.219829,2026-02-10 08:57:58.219829
378,place_378,Old City Heritage,historical,historical,Hyderabad,State,India,17.380711,78.453293,POINT(78.45329284758361 17.380711174241387),Popular historical spot in Hyderabad,"['architecture', 'monuments', 'old', 'heritage']",1556.71,3.99,high,2025-09-11 08:57:58.220410,2026-02-10 08:57:58.220825
379,place_379,Boutique District - Uptown,shopping,shopping,Hyderabad,State,India,17.396221,78.51179,POINT(78.51178955838888 17.396220860397207),Popular shopping spot in Hyderabad,"['products', 'brands']",139.29,4.49,low,2025-10-28 08:57:58.220868,2026-02-10 08:57:58.220868
380,place_380,Bar & Lounge - Old,nightlife,nightlife,Hyderabad,State,India,17.286312,78.507638,POINT(78.50763799800637 17.286311747619212),Best nightlife experience in the area,"['club', 'bar', 'live']",2608.75,4.12,very_low,2025-04-16 08:57:58.221910,2026-02-10 08:57:58.221910
381,place_381,Science Museum,museum,museum,Hyderabad,State,India,17.346173,78.485072,POINT(78.48507248884562 17.346173182772933),Beautiful museum destination,"['history', 'education', 'art', 'artifacts']",530.43,4.53,high,2025-04-25 08:57:58.222822,2026-02-10 08:57:58.222822
382,place_382,Historic Site - Old,historical,historical,Hyderabad,State,India,17.422094,78.493231,POINT(78.49323137043875 17.422094387519042),Must-visit historical attraction,"['old', 'heritage', 'archaeology', 'monuments']",1306.2,3.96,high,2025-05-15 08:57:58.223889,2026-02-10 08:57:58.223889
383,place_383,Cultural Museum,museum,museum,Hyderabad,State,India,17.373152,78.493234,POINT(78.49323369695387 17.37315158622144),Must-visit museum attraction,"['history', 'artifacts', 'art']",612.1,3.41,very_low,2025-07-14 08:57:58.223889,2026-02-10 08:57:58.223889
384,place_384,Market Square - Premium,shopping,shopping,Hyderabad,State,India,17.351424,78.451441,POINT(78.45144089879872 17.351424389650973),Beautiful shopping destination,"['bargain', 'retail', 'markets', 'products']",794.1,4.48,low,2025-05-04 08:57:58.224817,2026-02-10 08:57:58.224817
385,place_385,Boutique District,shopping,shopping,Hyderabad,State,India,17.424826,78.526507,POINT(78.52650668324618 17.424825748039645),Beautiful shopping destination,"['retail', 'bargain', 'products', 'brands']",518.96,4.08,low,2025-07-26 08:57:58.225833,2026-02-10 08:57:58.225833
386,place_386,Paragliding Point - Uptown,adventure,adventure,Hyderabad,State,India,17.348102,78.459922,POINT(78.45992214601506 17.34810207218375),Must-visit adventure attraction,"['sports', 'adrenaline', 'extreme', 'outdoor']",4144.11,3.65,very_high,2025-11-12 08:57:58.225833,2026-02-10 08:57:58.226811
387,place_387,Cultural Museum - Downtown,museum,museum,Hyderabad,State,India,17.496244,78.560979,POINT(78.5609794304004 17.496244319049826),Popular museum spot in Hyderabad,"['art', 'education']",442.34,4.9,high,2025-05-06 08:57:58.226811,2026-02-10 08:57:58.226811
388,place_388,Arts District,cultural,cultural,Hyderabad,State,India,17.36967,78.529537,POINT(78.52953687107352 17.36967028192551),Popular cultural spot in Hyderabad,"['music', 'festivals', 'tradition']",485.7,4.01,very_high,2025-09-22 08:57:58.227807,2026-02-10 08:57:58.227807
389,place_389,Culinary Street,food,food,Hyderabad,State,India,17.367168,78.548679,POINT(78.54867888175804 17.367167513640087),Popular food spot in Hyderabad,"['cuisine', 'restaurant', 'taste']",1171.93,4.67,moderate,2025-12-12 08:57:58.227807,2026-02-10 08:57:58.227807
390,place_390,Fort - Premium,historical,historical,Hyderabad,State,India,17.420802,78.490435,POINT(78.49043464332966 17.420802287452027),Must-visit historical attraction,"['archaeology', 'heritage']",1961.86,4.3,moderate,2025-03-31 08:57:58.228825,2026-02-10 08:57:58.228825
391,place_391,Arts District - Downtown,cultural,cultural,Hyderabad,State,India,17.375211,78.434586,POINT(78.43458642059764 17.37521073645157),Beautiful cultural destination,"['festivals', 'crafts']",883.1,4.4,low,2025-10-08 08:57:58.229800,2026-02-10 08:57:58.229800
392,place_392,War Museum,museum,museum,Hyderabad,State,India,17.375706,78.526982,POINT(78.52698202708535 17.37570572819636),Beautiful museum destination,"['art', 'history']",706.7,4.72,high,2025-06-28 08:57:58.230801,2026-02-10 08:57:58.230801
393,place_393,Water Sports Center,beach,beach,Hyderabad,State,India,17.427457,78.422974,POINT(78.42297404463463 17.42745713029661),Best beach experience in the area,"['swimming', 'tropical', 'sea']",1978.65,4.24,moderate,2025-10-20 08:57:58.231797,2026-02-10 08:57:58.231797
394,place_394,Paragliding Point,adventure,adventure,Hyderabad,State,India,17.407162,78.438656,POINT(78.4386555182217 17.407161904904264),Best adventure experience in the area,"['outdoor', 'adrenaline', 'extreme']",3964.31,4.66,moderate,2025-08-05 08:57:58.231797,2026-02-10 08:57:58.231797
395,place_395,Art Gallery - Central,cultural,cultural,Hyderabad,State,India,17.299484,78.453852,POINT(78.45385223815396 17.299483594488187),Popular cultural spot in Hyderabad,"['festivals', 'music', 'crafts']",778.4,4.21,high,2026-01-30 08:57:58.232835,2026-02-10 08:57:58.232835
396,place_396,Taj Mahal View,historical,historical,Hyderabad,State,India,17.369464,78.481249,POINT(78.48124882900183 17.369463657502777),Beautiful historical destination,"['architecture', 'monuments', 'archaeology']",1162.5,4.83,high,2026-01-18 08:57:58.233793,2026-02-10 08:57:58.233793
397,place_397,War Museum - Central,museum,museum,Hyderabad,State,India,17.41811,78.431419,POINT(78.43141872491428 17.41811016669731),Beautiful museum destination,"['exhibition', 'art', 'history']",712.57,2.21,moderate,2025-03-22 08:57:58.233793,2026-02-10 08:57:58.233793
398,place_398,Mosque - Old,religious,religious,Hyderabad,State,India,17.416381,78.375521,POINT(78.37552129160314 17.416380560629623),Beautiful religious destination,"['temple', 'prayers']",285.87,3.22,moderate,2025-04-23 08:57:58.234790,2026-02-10 08:57:58.234790
399,place_399,Trekking Trail,adventure,adventure,Hyderabad,State,India,17.371569,78.561721,POINT(78.56172102188441 17.371568641405673),Must-visit adventure attraction,"['adrenaline', 'sports', 'outdoor']",4500.72,4.01,low,2025-09-16 08:57:58.235787,2026-02-10 08:57:58.235787
400,place_400,Taj Mahal View,historical,historical,Hyderabad,State,India,17.360883,78.475314,POINT(78.4753140192582 17.360882921239366),Beautiful historical destination,"['old', 'archaeology']",1614.17,3.68,low,2025-02-22 08:57:58.236784,2026-02-10 08:57:58.236784
401,place_401,Mosque,religious,religious,Hyderabad,State,India,17.374031,78.487685,POINT(78.48768509683165 17.374030668183533),Best religious experience in the area,"['temple', 'spiritual', 'sacred', 'pilgrimage']",463.31,3.86,high,2025-04-04 08:57:58.238779,2026-02-10 08:57:58.238779
402,place_402,Beach Resort - Old,beach,beach,Hyderabad,State,India,17.395473,78.480962,POINT(78.48096207990508 17.395473098486512),Popular beach spot in Hyderabad,"['sea', 'water']",1507.23,4.53,high,2025-12-10 08:57:58.239778,2026-02-10 08:57:58.239778
403,place_403,Mosque,religious,religious,Hyderabad,State,India,17.390146,78.370998,POINT(78.3709977967 17.39014586952616),Must-visit religious attraction,"['prayers', 'temple']",375.61,4.26,moderate,2025-11-17 08:57:58.240776,2026-02-10 08:57:58.240776
404,place_404,Fun Zone - New,entertainment,entertainment,Hyderabad,State,India,17.326711,78.424867,POINT(78.42486685166574 17.32671075334268),Must-visit entertainment attraction,"['crowds', 'fun', 'performance']",1093.37,3.9,high,2025-06-27 08:57:58.241771,2026-02-10 08:57:58.241771
405,place_405,Shopping Mall - New,shopping,shopping,Hyderabad,State,India,17.408764,78.584737,POINT(78.58473719766991 17.408763843561076),Beautiful shopping destination,"['retail', 'markets', 'brands', 'bargain']",667.77,4.79,low,2025-08-10 08:57:58.242277,2026-02-10 08:57:58.242277
406,place_406,Palace,historical,historical,Hyderabad,State,India,17.366086,78.416341,POINT(78.41634115075232 17.36608617277113),Beautiful historical destination,"['archaeology', 'monuments']",1371.11,2.45,high,2025-07-17 08:57:58.242767,2026-02-10 08:57:58.242767
407,place_407,Green Trail - Downtown,nature,nature,Hyderabad,State,India,17.418058,78.482557,POINT(78.48255671320766 17.418057951026242),Popular nature spot in Hyderabad,"['forest', 'mountain', 'scenic']",804.58,3.18,low,2026-01-03 08:57:58.243765,2026-02-10 08:57:58.243765
408,place_408,Gourmet District,food,food,Hyderabad,State,India,17.412889,78.414932,POINT(78.41493220420044 17.412889362020156),Beautiful food destination,"['dining', 'culture']",1157.05,3.15,high,2025-12-22 08:57:58.244547,2026-02-10 08:57:58.244547
409,place_409,Commercial Hub,shopping,shopping,Hyderabad,State,India,17.338718,78.475481,POINT(78.47548094935065 17.33871781424931),Must-visit shopping attraction,"['products', 'brands', 'bargain', 'retail']",854.09,3.9,high,2025-11-04 08:57:58.244761,2026-02-10 08:57:58.244761
410,place_410,Comedy Club,entertainment,entertainment,Hyderabad,State,India,17.355644,78.494262,POINT(78.49426155360834 17.355644236468994),Hidden gem for entertainment lovers,"['crowds', 'interactive']",1294.91,4.13,very_low,2025-11-07 08:57:58.245759,2026-02-10 08:57:58.245759
411,place_411,Culinary Street - New,food,food,Hyderabad,State,India,17.33242,78.429079,POINT(78.42907887103195 17.332420430335944),Beautiful food destination,"['cuisine', 'culture']",1122.75,4.06,high,2025-08-31 08:57:58.246759,2026-02-10 08:57:58.246759
